,site,ntbg.accession,ntbg.plant.number,plt.date,gpslatdec,gpslongdec,kpep.georef,founder.georef,X19.survival,X19.vigor,X19.height,X19.diameter,X19.reproduction,X21.date.monitored,X21.survival,X21.vigor,X21.height,X21.diameter,X21.reproduction,change.height,change.diam,rel.delta.height,rel.delta.diam,comments,canopy.cover,percent.native,understory.height,species1,species1.percent,species2,species2.percent,species3,species3.percent,species4,species4.percent,species5,species5.percent,slope.angle,aspect,Ageratum.conyzoides,Alyxia.stellata,Andropogon.spp,Antidesma.platyphyllum,Asplenium.spp,Bidens.spp,Blechnum.appendiculatum,Christella.dentata,Cibotium.glaucum,Clidemia.hirta,Cordyline.fruticosa,Cyanea.spp,Cyperus.spp,Cyrtandra.spp,Dianella.sandwicensis,Dicranopteris.linearis,Diospyros.sandwicensis,Diplazium.sandwichianum,Diplopterygium.pinnatum,Doryopteris.spp,Dryopteris.spp,Dubautia.spp,Elaphoglossum.spp,Elephantopus.mollis,Freycinetia.arborea,Gahnia.beecheyi,Hydrangea.arguta,Ilex.anomala,Invasive.Grass,invherb,invwood,Ipomea.spp,Kadua.spp,Leptecophylla.tameiameiae,Leucaena.leucocephala,Machaerina.angustifolia,Machaerina.mariscoides,Megathyrsus.maximus,Melastoma.septemnervium,Melinis.minutiflora,Metrosideros.polymorpha,Microlepia.strigosa.,Myrsine.lessertiana,nativeherb,nativewood,Nephrolepis.spp,Odontosoria.chinensis,Oplismenus.hirtellus,Paederia.foetida,Palhinhaea.cernua,Passiflora.spp,Peperomia.spp,Perrottetia.sandwicensis,Phaius.tankervilleae,Phlebotium.aureum,Pipturus.albidus,Pipturus.ruber,Pluchea.spp,Polyscias.oahuensis,Psidium.cattleyanum,Psychotria.mariniana,Psychotria.spp,Rubus.argutus,Sadleria.cyatheoides,Sadleria.spp,Scaevola.gaudichaudiana,Scaevola.procera,Schinus.terebinthifolius,Selaginella.spp,Stachytarpheta.cayennensis,Syzygium.sandwicense,Tectaria.gaudichaudii,Vaccinium.calycinum,Viola.wailenalenae,NA.,angles,genetic.group,weed.control,native.herbaceous,native.fern,native.woody,uluhe,naturalized.herbaceous,naturalized.woody,naturalized.poaceae,naturalized.fern
202,HaupuSummit,20160801,501,11/21/17,21.924804,-159.400862,POLBIS-KA-HUL-W-0061,POLBIS-KA-HUL-B-0008,alive,healthy,53,1,vegetative,12/22/21,alive,healthy,59,1.3,vegetative,6,0.3,0.101694915,0.230769231,NA,0,NA,0.25,Dicranopteris.linearis,80,Odontosoria.chinensis,10,Invasive.Grass,10,NA,NA,NA,NA,30,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,kahili.lower,sporadic,0,10,0,80,0,0,10,0
203,HaupuSummit,20160804,21,11/21/17,21.926202,-159.402941,POLBIS-KA-HUL-W-0057,POLBIS-KA-HUL-B-0005,alive,healthy,92,1.8,vegetative,11/22/21,alive,healthy,133,3.6,potentially reproductive,41,1.8,0.308270677,0.5,super healthy,0,NA,1,Dicranopteris.linearis,40,Rubus.argutus,30,Metrosideros.polymorpha,20,Invasive.Grass,10,NA,NA,0,FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,NA,0,kahili.lower,sporadic,0,0,20,40,30,0,10,0
204,HaupuSummit,20160804,616,11/21/17,21.925142,-159.401609,POLBIS-KA-HUL-W-0058,POLBIS-KA-HUL-B-0005,not.found,not.found,NA,NA,not.found,12/20/21,alive,healthy,109,1.8,vegetative,NA,NA,NA,NA,NA,0,NA,1.25,Nephrolepis.spp,50,Invasive.Grass,40,Paederia.foetida,10,NA,NA,NA,NA,0,FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,kahili.lower,sporadic,0,0,0,0,10,0,40,50
205,HaupuSummit,20160805,30,11/21/17,21.926252,-159.402984,POLBIS-KA-HUL-W-0043,POLBIS-KA-HUL-B-0005,alive,moderate,46,0.7,vegetative,11/22/21,alive,healthy,61,1.4,vegetative,15,0.7,0.245901639,0.5,"Kevin doesn't have this one, find GPS",50,100,0.5,Oplismenus.hirtellus,20,Metrosideros.polymorpha,20,Invasive.Grass,10,Invasive.Grass,10,Clidemia.hirta,10,10,N,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,kahili.lower,sporadic,0,0,20,0,0,10,40,0
206,HaupuSummit,20160805,500,11/21/17,21.924797,-159.400931,POLBIS-KA-HUL-W-0048,POLBIS-KA-HUL-B-0004,alive,moderate,40,0.6,vegetative,12/22/21,alive,moderate,40,0.7,vegetative,0,0.1,0,0.142857143,scale,0,NA,0.25,Dicranopteris.linearis,80,Invasive.Grass,20,NA,NA,NA,NA,NA,NA,30,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,kahili.lower,sporadic,0,0,0,80,0,0,20,0
207,HaupuSummit,20160805,756,11/21/17,21.925787,-159.401243,POLBIS-KA-HUL-W-0054,POLBIS-KA-HUL-B-0004,not.found,not.found,NA,NA,not.found,1/17/22,alive,healthy,138,1.8,vegetative,NA,NA,NA,NA,NA,50,100,1,Clidemia.hirta,10,Invasive.Grass,20,Cibotium.glaucum,30,Nephrolepis.spp,10,Christella.dentata,20,40,N,0,0,0,0,0,0,0,20,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,kahili.lower,sporadic,0,0,30,0,0,10,20,30
208,HaupuSummit,20160808,500,11/21/17,21.924921,-159.401229,POLBIS-KA-HUL-W-0036,POLBIS-KA-HUL-B-0001,alive,healthy,30,1.1,vegetative,12/21/21,alive,healthy,35,1.2,vegetative,5,0.1,0.142857143,0.083333333,NA,50,100,0.25,Dicranopteris.linearis,20,Invasive.Grass,20,Machaerina.angustifolia,20,Ilex.anomala,10,NA,NA,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,kahili.lower,sporadic,20,0,10,20,0,0,20,0
209,HaupuSummit,20160808,501,11/21/17,21.924946,-159.401209,POLBIS-KA-HUL-W-0034,POLBIS-KA-HUL-B-0001,alive,moderate,38,0.9,vegetative,12/21/21,alive,healthy,35,0.9,vegetative,0,0,0,0,NA,0,NA,0.25,Dicranopteris.linearis,50,Machaerina.angustifolia,20,Odontosoria.chinensis,20,Metrosideros.polymorpha,20,NA,NA,20,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,kahili.lower,sporadic,20,20,20,50,0,0,0,0
210,HaupuSummit,20160808,502,11/21/17,21.926332,-159.403192,POLBIS-KA-HUL-W-0035,POLBIS-KA-HUL-B-0001,alive,healthy,89,1.1,vegetative,11/22/21,alive,healthy,136,2.1,vegetative,47,1,0.345588235,0.476190476,NA,30,100,1.5,Melinis.minutiflora,50,Blechnum.appendiculatum,10,Clidemia.hirta,20,Dicranopteris.linearis,10,Invasive.Grass,10,10,NW,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,kahili.lower,sporadic,0,0,0,10,0,20,60,10
211,HaupuSummit,20160808,504,11/21/17,21.92499,-159.40128,POLBIS-KA-HUL-W-0033,POLBIS-KA-HUL-B-0001,alive,moderate,23,0.6,vegetative,12/21/21,alive,moderate,23,0.6,vegetative,0,0,0,0,yellow leaves,0,NA,0.25,Metrosideros.polymorpha,60,Invasive.Grass,20,Odontosoria.chinensis,10,Dicranopteris.linearis,10,NA,NA,50,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,50,kahili.lower,sporadic,0,10,60,10,0,0,20,0
212,HaupuSummit,20160852,27,11/21/17,21.92577,-159.400789,POLBIS-KA-HUL-W-0022,POLBIS-KA-HUL-A-0003,alive,moderate,39,1,vegetative,1/18/22,alive,moderate,43,0.9,vegetative,4,0,0.093023256,0,NA,20,50,1.5,Dicranopteris.linearis,50,Syzygium.sandwicense,20,Melastoma.septemnervium,20,Machaerina.mariscoides,10,NA,NA,30,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,30,kahili.upper,sporadic,10,0,20,50,0,20,0,0
213,HaupuSummit,20160852,28,11/21/17,21.92588,-159.400819,POLBIS-KA-HUL-W-0024,POLBIS-KA-HUL-A-0003,alive,healthy,90,1.3,vegetative,1/17/22,alive,healthy,158,2.4,vegetative,68,1.1,0.430379747,0.458333333,very vigorous,10,100,1,Invasive.Grass,80,Christella.dentata,10,Tectaria.gaudichaudii,10,NA,NA,NA,NA,50,N,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,50,kahili.upper,sporadic,0,10,0,0,0,0,80,10
214,HaupuSummit,20160852,29,11/21/17,21.925882,-159.400738,POLBIS-KA-HUL-W-0028,POLBIS-KA-HUL-A-0003,alive,healthy,85,1.3,vegetative,1/17/22,alive,healthy,146,3.4,vegetative,61,2.1,0.417808219,0.617647059,bug damage to stem,0,NA,0.75,Dicranopteris.linearis,50,Invasive.Grass,30,Blechnum.appendiculatum,10,Antidesma.platyphyllum,10,NA,NA,40,N,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,40,kahili.upper,sporadic,0,0,10,50,0,0,30,10
215,HaupuSummit,20160852,30,11/21/17,21.92567,-159.400775,POLBIS-KA-HUL-W-0029,POLBIS-KA-HUL-A-0003,alive,moderate,48,1,vegetative,1/17/22,alive,healthy,57,1.1,vegetative,9,0.1,0.157894737,0.090909091,NA,0,NA,0.5,Metrosideros.polymorpha,50,Odontosoria.chinensis,30,Dicranopteris.linearis,10,Machaerina.mariscoides,10,Phaius.tankervilleae,10,40,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,kahili.upper,sporadic,10,30,50,10,10,0,0,0
216,HaupuSummit,20170004,24,11/21/17,21.92633,-159.403127,POLBIS-KA-HUL-W-0015,POLBIS-KA-HUL-E-0001,alive,healthy,71,1.2,vegetative,11/22/21,alive,healthy,165,2.1,vegetative,94,0.9,0.56969697,0.428571429,recumbent stem,10,100,1.5,Melinis.minutiflora,50,Freycinetia.arborea,20,Invasive.Grass,10,Diplopterygium.pinnatum,10,NA,NA,30,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,haupu,sporadic,0,0,20,10,0,0,60,0
217,HaupuSummit,20170004,25,11/21/17,21.925608,-159.402042,POLBIS-KA-HUL-W-0016,POLBIS-KA-HUL-E-0001,alive,moderate,43,0.7,vegetative,12/20/21,alive,healthy,48,1.1,vegetative,5,0.4,0.104166667,0.363636364,NA,0,NA,0.5,Dicranopteris.linearis,50,Machaerina.mariscoides,20,Invasive.Grass,40,Invasive.Grass,10,NA,NA,10,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,haupu,sporadic,20,0,0,50,0,0,50,0
218,HaupuSummit,20170004,26,11/21/17,21.924995,-159.401629,POLBIS-KA-HUL-W-0018,POLBIS-KA-HUL-E-0001,not.found,not.found,NA,NA,not.found,12/22/21,alive,healthy,81,2.8,vegetative,NA,NA,NA,NA,huge! behind camp,0,NA,1,Melastoma.septemnervium,30,Dicranopteris.linearis,30,Invasive.Grass,40,NA,NA,NA,NA,20,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,haupu,sporadic,0,0,0,30,0,30,40,0
219,HaupuSummit,20170004,27,11/21/17,21.925872,-159.401128,POLBIS-KA-HUL-W-0013,POLBIS-KA-HUL-E-0001,not.found,not.found,NA,NA,not.found,1/17/22,alive,healthy,87,1.5,vegetative,NA,NA,NA,NA,NA,20,100,1,Christella.dentata,50,Perrottetia.sandwicensis,20,Invasive.Grass,30,NA,NA,NA,NA,40,N,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,40,haupu,sporadic,0,0,20,0,0,0,30,50
220,HaupuSummit,20170006,700,11/21/17,21.925825,-159.40108,POLBIS-KA-HUL-W-0009,POLBIS-KA-HUL-E-0003,not.found,not.found,NA,NA,not.found,1/17/22,alive,poor,113,2.4,vegetative,NA,NA,NA,NA,"very sick, yellow, blackened leaves, viral infection",20,100,1,Invasive.Grass,50,Christella.dentata,10,Blechnum.appendiculatum,10,Cibotium.glaucum,20,Pipturus.albidus,20,40,N,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,haupu,sporadic,0,0,40,0,0,0,50,20
221,HaupuSummit,20170006,752,11/21/17,21.925872,-159.401169,POLBIS-KA-HUL-W-0001,POLBIS-KA-HUL-E-0003,not.found,not.found,NA,NA,not.found,1/17/22,alive,healthy,114,1.6,vegetative,NA,NA,NA,NA,NA,80,100,1.25,Invasive.Grass,70,Christella.dentata,20,Blechnum.appendiculatum,10,Metrosideros.polymorpha,20,Pipturus.albidus,10,40,N,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,haupu,sporadic,0,0,30,0,0,0,70,30
222,HaupuSummit,20170006,753,11/21/17,21.92579,-159.401142,POLBIS-KA-HUL-W-0004,POLBIS-KA-HUL-E-0003,not.found,not.found,NA,NA,not.found,1/17/22,alive,healthy,147,2.1,vegetative,NA,NA,NA,NA,"nice, big",80,100,1,Invasive.Grass,10,Metrosideros.polymorpha,20,Antidesma.platyphyllum,20,Cyanea.spp,10,Cibotium.glaucum,20,40,N,0,0,0,20,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,haupu,sporadic,10,0,60,0,0,0,10,0
223,HaupuSummit,20170006,754,11/21/17,21.925797,-159.401102,POLBIS-KA-HUL-W-0006,POLBIS-KA-HUL-E-0003,not.found,not.found,NA,NA,not.found,1/17/22,alive,healthy,74,1.2,vegetative,NA,NA,NA,NA,NA,90,100,0.5,Cibotium.glaucum,40,Metrosideros.polymorpha,20,Perrottetia.sandwicensis,10,Invasive.Grass,20,Christella.dentata,10,50,N,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,haupu,sporadic,0,0,70,0,0,0,20,10
224,HaupuSummit,20200236,20,11/21/17,21.92635,-159.403182,POLBIS-KA-HUL-W-0366,POLBIS-KA-XXX-X-XXXX,alive,healthy,92,1.3,vegetative,11/22/21,alive,healthy,122,2.1,vegetative,30,0.8,0.245901639,0.380952381,NA,0,NA,1,Dicranopteris.linearis,30,Invasive.Grass,30,Nephrolepis.spp,10,Freycinetia.arborea,10,Clidemia.hirta,10,40,NW,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,unknown.founder,sporadic,0,0,10,30,0,10,30,10
225,HaupuSummit,20200236,21,11/21/17,21.926299,-159.403171,POLBIS-KA-HUL-W-0008,POLBIS-KA-XXX-X-XXXX,alive,healthy,50,1.2,vegetative,11/22/21,alive,healthy,61,1.2,vegetative,11,0,0.180327869,0,branching,0,NA,1.5,Melinis.minutiflora,80,Paederia.foetida,10,Blechnum.appendiculatum,10,Invasive.Grass,10,NA,NA,20,W,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,unknown.founder,sporadic,0,0,0,0,10,0,90,10
226,HaupuSummit,20200236,22,11/21/17,21.926302,-159.40315,POLBIS-KA-HUL-W-0002,POLBIS-KA-HUL-E-0003,alive,healthy,98,1.4,vegetative,11/22/21,alive,healthy,152,2.4,vegetative,54,1,0.355263158,0.416666667,"find GPS, Kevin doesn't have, pendant crawler in grass",0,NA,2,Melinis.minutiflora,90,Invasive.Grass,10,NA,NA,NA,NA,NA,NA,20,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,haupu,sporadic,0,0,0,0,0,0,100,0
227,HaupuSummit,20200236,23,11/21/17,21.926291,-159.403119,POLBIS-KA-HUL-W-0011,POLBIS-KA-HUL-E-0003,alive,healthy,72,1.1,vegetative,11/22/21,alive,healthy,83,1.5,vegetative,11,0.4,0.13253012,0.266666667,"find GPS, Kevin doesn't have this plant",0,NA,1.5,Melinis.minutiflora,50,Dicranopteris.linearis,50,Clidemia.hirta,10,NA,NA,NA,NA,10,NW,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,haupu,sporadic,0,0,0,50,0,10,50,0
228,HaupuSummit,20200236,24,11/21/17,21.9263,-159.403121,POLBIS-KA-HUL-W-1001,POLBIS-KA-XXX-X-XXXX,alive,healthy,67,1.1,vegetative,11/22/21,alive,healthy,91,1.3,vegetative,24,0.2,0.263736264,0.153846154,NA,30,100,2,Melinis.minutiflora,70,Perrottetia.sandwicensis,30,Machaerina.mariscoides,20,Blechnum.appendiculatum,10,NA,NA,40,N,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,40,unknown.founder,sporadic,20,0,30,0,0,0,70,10
229,HaupuSummit,20200236,25,11/21/17,21.926296,-159.403096,POLBIS-KA-HUL-W-1002,POLBIS-KA-XXX-X-XXXX,alive,moderate,58,1.2,vegetative,11/22/21,alive,healthy,82,1.4,vegetative,24,0.2,0.292682927,0.142857143,NA,50,0,1,Melinis.minutiflora,50,Melastoma.septemnervium,50,Diplopterygium.pinnatum,10,Clidemia.hirta,10,NA,NA,20,N,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,unknown.founder,sporadic,0,0,0,10,0,60,50,0
230,HaupuSummit,20200236,26,11/21/17,21.926357,-159.40312,POLBIS-KA-HUL-W-1003,POLBIS-KA-XXX-X-XXXX,not.found,not.found,NA,NA,not.found,11/22/21,alive,healthy,66,1.3,vegetative,NA,NA,NA,NA,NA,0,NA,1,Melinis.minutiflora,70,Machaerina.angustifolia,30,Christella.dentata,10,Dicranopteris.linearis,10,Metrosideros.polymorpha,10,70,N,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,unknown.founder,sporadic,30,0,10,10,0,0,70,10
231,HaupuSummit,20200236,28,11/21/17,21.926329,-159.403075,POLBIS-KA-HUL-W-1004,POLBIS-KA-XXX-X-XXXX,alive,healthy,66,1.2,vegetative,11/22/21,alive,moderate,57,1.1,vegetative,0,0,0,0,NA,0,NA,1,Melinis.minutiflora,80,Blechnum.appendiculatum,10,Melastoma.septemnervium,10,Paederia.foetida,10,NA,NA,60,NE,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,unknown.founder,sporadic,0,0,0,0,10,10,80,10
232,HaupuSummit,20200236,29,11/21/17,21.926412,-159.403087,POLBIS-KA-HUL-W-1005,POLBIS-KA-XXX-X-XXXX,alive,moderate,119,0.9,vegetative,11/22/21,alive,moderate,42,0.7,vegetative,0,0,0,0,shrimy,20,0,1.5,Melinis.minutiflora,50,Oplismenus.hirtellus,30,Machaerina.mariscoides,10,Metrosideros.polymorpha,10,Pluchea.spp,10,50,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,unknown.founder,sporadic,10,0,10,0,10,0,80,0
233,HaupuSummit,20200236,32,11/21/17,21.92617,-159.402885,POLBIS-KA-HUL-W-1006,POLBIS-KA-XXX-X-XXXX,alive,healthy,69,1.1,vegetative,11/22/21,alive,healthy,83,1.9,vegetative,14,0.8,0.168674699,0.421052632,tag lost,0,NA,0.5,Invasive.Grass,50,Melastoma.septemnervium,30,Blechnum.appendiculatum,10,NA,NA,NA,NA,50,E,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,50,unknown.founder,sporadic,0,0,0,0,0,30,50,10
234,HaupuSummit,20200236,33,11/21/17,21.925979,-159.402635,POLBIS-KA-HUL-W-1007,POLBIS-KA-XXX-X-XXXX,alive,healthy,68,0.9,vegetative,11/22/21,alive,healthy,70,1,vegetative,2,0.1,0.028571429,0.1,NA,0,NA,0.25,Vaccinium.calycinum,20,Nephrolepis.spp,20,Dicranopteris.linearis,20,Odontosoria.chinensis,10,Metrosideros.polymorpha,20,80,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,unknown.founder,sporadic,0,10,40,20,0,0,0,20
