"model","threshold","thr_value","n_presences","n_absences","TPR_mean","TPR_sd","TNR_mean","TNR_sd","SORENSEN_mean","SORENSEN_sd","JACCARD_mean","JACCARD_sd","FPB_mean","FPB_sd","OR_mean","OR_sd","TSS_mean","TSS_sd","AUC_mean","AUC_sd","BOYCE_mean","BOYCE_sd","IMAE_mean","IMAE_sd"
"esm_glm","equal_sens_spec",0.01001399,60,6000,0.9,0.202547873416733,0.8055,0.118671540282135,0.16388074464056,0.205272283307545,0.108877357773706,0.18369360605358,0.217754715547412,0.367387212107159,0.1,0.202547873416733,0.7055,0.276419465301778,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","lpt",0.00420584,60,6000,1,0,0.804666666666667,0.119430748568799,0.171893395643157,0.201086717305742,0.11315547556342,0.181831450474816,0.22631095112684,0.363662900949631,0,0,0.804666666666667,0.119430748568799,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","max_fpb",0.09862386,60,6000,0.775,0.251915736827889,0.884833333333333,0.146969287641913,0.356135202150057,0.285770043509617,0.256150382240327,0.236748950725527,0.512300764480654,0.473497901451055,0.225,0.251915736827889,0.659833333333333,0.189763610632355,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","max_jaccard",0.09862386,60,6000,0.775,0.251915736827889,0.884833333333333,0.146969287641913,0.356135202150057,0.285770043509617,0.256150382240327,0.236748950725527,0.512300764480654,0.473497901451055,0.225,0.251915736827889,0.659833333333333,0.189763610632355,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","max_sens_spec",0.0076934,60,6000,1,0,0.804666666666667,0.119430748568799,0.171893395643157,0.201086717305742,0.11315547556342,0.181831450474816,0.22631095112684,0.363662900949631,0,0,0.804666666666667,0.119430748568799,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","max_sorensen",0.09862386,60,6000,0.775,0.251915736827889,0.884833333333333,0.146969287641913,0.356135202150057,0.285770043509617,0.256150382240327,0.236748950725527,0.512300764480654,0.473497901451055,0.225,0.251915736827889,0.659833333333333,0.189763610632355,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
"esm_glm","sensitivity",0.00774532,60,6000,0.25,0.253184841770917,0.808166666666667,0.119280726598607,0.0357140663686161,0.0432975474657598,0.0186760018369362,0.0230079419664917,0.0373520036738724,0.0460158839329834,0.75,0.253184841770917,0.0581666666666667,0.268816070524215,0.848,0.120813482012139,0.999474241350626,0.00110792344280477,0.981111027904854,0.00227809662586303
